Gene ID	Gene Name	7 day	8 day	9 day	10 day	11 day	12 day	13 day	14 day	15 day	16 day
AT5G57610	AT5G57610	3.0	3.0	3.0	5.0	2.0	4.0	5.0	5.0	5.0	7.0
AT5G57630	CIPK21	2.0	4.0	3.0	3.0	2.0	2.0	2.0	2.0	7.0	16.0
AT5G57640	AT5G57640	1.0	0.9	0.6	0.5	0.4	0.2	0.1	0.3		0.1
AT5G57655	XYLA	31.0	21.0	21.0	27.0	28.0	35.0	42.0	95.0	165.0	238.0
AT5G57660	COL5	12.0	19.0	14.0	8.0	7.0	8.0	6.0	5.0	14.0	32.0
AT5G57670	AT5G57670	0.8	0.4	0.9	0.4	0.3	0.3	0.1		0.1	0.2
AT5G57685	GDU3	35.0	34.0	34.0	32.0	29.0	29.0	14.0	14.0	18.0	25.0
AT5G57690	DGK4		0.5	0.2	0.5	0.4	0.4	0.5	0.4	0.5	0.6
AT5G57700	AT5G57700	8.0	12.0	14.0	17.0	17.0	16.0	20.0	18.0	18.0	21.0
AT5G57710	SMAX1	8.0	5.0	4.0	4.0	3.0	5.0	5.0	5.0	5.0	7.0
AT5G57720	AT5G57720					0.3		0.1	0.1	10.0	18.0
AT5G57735	TASIR-ARF	13.0	26.0	31.0	30.0	84.0	35.0	24.0	17.0	28.0	30.0
AT5G57740	XBAT32	4.0	3.0	2.0	4.0	3.0	3.0	4.0	4.0	4.0	6.0
AT5G57760	AT5G57760	0.1									
AT5G57770	AT5G57770	0.3									
AT5G57780	AT5G57780	3.0	2.0	3.0	0.8	0.5	0.9	0.7	0.3	4.0	6.0
AT5G57785	AT5G57785	35.0	35.0	50.0	27.0	57.0	37.0	25.0	22.0	31.0	30.0
AT5G57790	AT5G57790	5.0	2.0	2.0	5.0	2.0	4.0	5.0	3.0	3.0	6.0
AT5G57800	CER3	26.0	25.0	23.0	31.0	25.0	31.0	32.0	39.0	58.0	62.0
AT5G57810	TET15			0.1	0.2	0.2	0.4	0.2	0.1	0.1	
AT5G57815	COX6B-2	62.0	60.0	62.0	41.0	76.0	54.0	42.0	44.0	69.0	78.0
AT5G57820	AT5G57820	2.0	0.1	0.1	0.4	0.3	0.3	0.6	0.3	0.5	0.3
AT5G57830	AT5G57830	5.0	5.0	4.0	5.0	3.0	6.0	5.0	4.0	5.0	7.0
AT5G57840	AT5G57840	2.0	3.0	2.0	3.0	2.0	2.0	2.0	1.0	2.0	2.0
AT5G57850	DAAT	16.0	24.0	22.0	23.0	19.0	25.0	26.0	22.0	26.0	36.0
AT5G57860	AT5G57860	16.0	26.0	33.0	31.0	42.0	28.0	28.0	27.0	38.0	37.0
AT5G57870	EIF(ISO)4G1	100.0	105.0	95.0	107.0	82.0	97.0	111.0	109.0	84.0	74.0
AT5G57880	MPS1	0.1	2.0	2.0	2.0	2.0	2.0	3.0	2.0	3.0	5.0
AT5G57885	AT5G57885						0.2	1.0			
AT5G57887	AT5G57887	0.7	3.0	1.0	0.4	0.5	0.7	0.2	0.4	4.0	9.0
AT5G57890	ASB2	9.0	9.0	7.0	9.0	7.0	8.0	8.0	8.0	11.0	9.0
AT5G57900	SKIP1	18.0	25.0	30.0	20.0	25.0	27.0	23.0	26.0	20.0	22.0
AT5G57910	AT5G57910	8.0	4.0	6.0	7.0	6.0	7.0	7.0	5.0	7.0	8.0
AT5G57920	ENODL10	0.5	0.8	0.8	1.0	1.0	1.0	1.0	0.5	0.4	0.3
AT5G57930	APO2	28.0	28.0	24.0	27.0	22.0	31.0	31.0	30.0	36.0	44.0
AT5G57940	CNGC5	11.0	16.0	17.0	19.0	15.0	18.0	18.0	18.0	16.0	22.0
AT5G57950	AT5G57950	28.0	23.0	24.0	29.0	30.0	29.0	33.0	29.0	23.0	26.0
AT5G57960	AT5G57960	2.0	3.0	2.0	5.0	2.0	3.0	4.0	3.0	6.0	9.0
AT5G57970	AT5G57970	6.0	9.0	9.0	12.0	10.0	11.0	11.0	10.0	12.0	12.0
AT5G57980	NRPB5L1		2.0	1.0	1.0	0.8	0.6	0.5	1.0	1.0	0.3
AT5G57990	UBP23	47.0	45.0	46.0	59.0	37.0	50.0	57.0	57.0	49.0	45.0
AT5G58000	AT5G58000	3.0	2.0	2.0	1.0	0.7	1.0	1.0	0.9	1.0	2.0
AT5G58003	CPL4	9.0	8.0	8.0	14.0	10.0	13.0	14.0	11.0	14.0	15.0
AT5G58005	AT5G58005	42.0	25.0	25.0	25.0	26.0	26.0	26.0	23.0	40.0	39.0
AT5G58010	BHLH82						0.1			0.1	
AT5G58020	AT5G58020	41.0	51.0	52.0	43.0	61.0	52.0	40.0	51.0	43.0	40.0
AT5G58030	AT5G58030	88.0	56.0	61.0	64.0	70.0	61.0	66.0	60.0	64.0	64.0
AT5G58040	FIPS5	19.0	22.0	19.0	28.0	15.0	25.0	30.0	31.0	26.0	31.0
AT5G58050	GDPDL6									0.6	0.4
AT5G58060	YKT61	36.0	48.0	47.0	47.0	44.0	49.0	45.0	41.0	48.0	41.0
AT5G58070	TIL	30.0	47.0	44.0	41.0	57.0	60.0	58.0	95.0	87.0	87.0
AT5G58080	ARR18				0.1		0.1	0.1	0.1	0.1	0.1
AT5G58090	AT5G58090	44.0	61.0	59.0	53.0	71.0	58.0	55.0	62.0	50.0	47.0
AT5G58100	AT5G58100	14.0	19.0	18.0	27.0	14.0	23.0	28.0	27.0	24.0	30.0
AT5G58110	AT5G58110	79.0	74.0	82.0	92.0	109.0	84.0	95.0	77.0	84.0	90.0
AT5G58120	AT5G58120			0.1	0.3	0.1	0.1	0.1	0.1	0.1	0.1
AT5G58130	ROS3	15.0	12.0	12.0	15.0	9.0	15.0	17.0	18.0	15.0	16.0
AT5G58140	PHOT2	2.0	2.0	1.0	2.0	0.8	2.0	2.0	2.0	3.0	6.0
AT5G58160	FH13	5.0	2.0	2.0	3.0	1.0	2.0	2.0	2.0	3.0	3.0
AT5G58170	GDPDL7									0.6	0.4
AT5G58190	ECT10	13.0	19.0	16.0	20.0	17.0	19.0	20.0	21.0	21.0	19.0
AT5G58200	AT5G58200	19.0	17.0	20.0	29.0	15.0	23.0	28.0	18.0	26.0	46.0
AT5G58210	AT5G58210	12.0	9.0	8.0	12.0	8.0	10.0	14.0	12.0	10.0	10.0
AT5G58220	TTL	29.0	25.0	28.0	25.0	23.0	27.0	30.0	29.0	29.0	34.0
AT5G58230	MSI1	55.0	59.0	61.0	69.0	60.0	69.0	73.0	82.0	60.0	62.0
AT5G58240	FHIT	31.0	39.0	38.0	36.0	48.0	39.0	36.0	32.0	37.0	47.0
AT5G58250	AT5G58250	136.0	123.0	116.0	91.0	93.0	104.0	83.0	80.0	80.0	72.0
AT5G58260	ndhN	1.0	2.0	2.0	1.0	0.8	2.0	2.0	2.0	2.0	5.0
AT5G58270	ABCB25	9.0	13.0	12.0	16.0	8.0	14.0	17.0	17.0	15.0	15.0
AT5G58280	AT5G58280	6.0	5.0	5.0	7.0	5.0	8.0	9.0	6.0	8.0	6.0
AT5G58290	RPT3	137.0	124.0	128.0	122.0	135.0	125.0	124.0	128.0	121.0	94.0
AT5G58300	AT5G58300	18.0	23.0	22.0	20.0	18.0	20.0	21.0	21.0	14.0	16.0
AT5G58310	MES18	0.4			0.1	0.1		0.1	0.1		
AT5G58320	NET4A	3.0	3.0	2.0	2.0	1.0	2.0	1.0	1.0	0.9	0.8
AT5G58330	AT5G58330	63.0	85.0	89.0	57.0	60.0	60.0	55.0	63.0	93.0	109.0
AT5G58340	AT5G58340	3.0	4.0	5.0	6.0	3.0	5.0	6.0	5.0	7.0	10.0
AT5G58350	WNK4	6.0	3.0	4.0	5.0	2.0	4.0	4.0	3.0	2.0	4.0
AT5G58360	OFP3	4.0	0.5	0.2	0.3	0.1	0.1	0.1			
AT5G58370	AT5G58370	10.0	10.0	11.0	17.0	8.0	12.0	16.0	13.0	13.0	17.0
AT5G58375	AT5G58375	38.0	39.0	38.0	25.0	31.0	31.0	28.0	30.0	42.0	46.0
AT5G58380	CIPK10	8.0	8.0	9.0	10.0	5.0	10.0	11.0	12.0	10.0	13.0
AT5G58390	PER67	14.0	26.0	26.0	20.0	18.0	16.0	11.0	5.0	0.1	
AT5G58400	PER68	0.3	0.7	0.6			0.2				
AT5G58410	AT5G58410	8.0	8.0	9.0	11.0	7.0	10.0	12.0	12.0	11.0	12.0
AT5G58420	RPS4D	620.0	539.0	528.0	527.0	593.0	493.0	523.0	476.0	416.0	303.0
AT5G58430	EXO70B1	28.0	22.0	25.0	26.0	23.0	29.0	28.0	29.0	28.0	26.0
AT5G58440	SNX2A	27.0	20.0	21.0	26.0	18.0	24.0	32.0	32.0	29.0	29.0
AT5G58450	NAA25	14.0	15.0	13.0	18.0	11.0	17.0	19.0	18.0	16.0	18.0
AT5G58465	MIR390B										0.2
AT5G58470	TAF15B	43.0	56.0	48.0	55.0	52.0	58.0	60.0	67.0	56.0	65.0
AT5G58480	AT5G58480	8.0	11.0	13.0	14.0	15.0	15.0	16.0	16.0	14.0	13.0
AT5G58490	AT5G58490	48.0	46.0	49.0	51.0	52.0	53.0	56.0	52.0	53.0	65.0
AT5G58500	LSH5	2.0	5.0	3.0	5.0	7.0	7.0	6.0	4.0	9.0	9.0
AT5G58510	AT5G58510	6.0	5.0	4.0	8.0	2.0	6.0	8.0	7.0	8.0	11.0
AT5G58520	AT5G58520	5.0	6.0	6.0	7.0	6.0	8.0	10.0	11.0	11.0	13.0
AT5G58530	AT5G58530	18.0	13.0	14.0	17.0	13.0	17.0	18.0	20.0	18.0	21.0
AT5G58540	AT5G58540	12.0	12.0	10.0	12.0	6.0	12.0	16.0	14.0	10.0	10.0
AT5G58550	EOL2	7.0	8.0	7.0	12.0	6.0	11.0	12.0	13.0	12.0	12.0
AT5G58560	FOLK	21.0	25.0	27.0	26.0	25.0	29.0	30.0	30.0	32.0	35.0
AT5G58570	AT5G58570			0.3	0.1	0.2	0.1	0.1	0.2	0.1	0.1
AT5G58575	AT5G58575	9.0	5.0	6.0	9.0	5.0	8.0	8.0	7.0	9.0	12.0
AT5G58580	ATL63	3.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0	4.0	5.0
AT5G58590	RANBP1C	59.0	54.0	61.0	71.0	53.0	64.0	69.0	67.0	64.0	57.0
AT5G58595	AT5G58595	6.0	3.0	12.0	7.0	16.0	4.0	8.0	5.0	1.0	2.0
AT5G58600	PMR5	42.0	34.0	32.0	40.0	35.0	41.0	38.0	35.0	38.0	35.0
AT5G58610	AT5G58610	2.0	2.0	1.0	3.0	2.0	2.0	2.0	2.0	2.0	2.0
AT5G58620	AT5G58620	11.0	16.0	15.0	17.0	13.0	15.0	15.0	13.0	9.0	9.0
AT5G58630	AT5G58630	2.0	3.0	3.0	4.0	3.0	4.0	5.0	3.0	3.0	3.0
AT5G58640	AT5G58640	45.0	43.0	45.0	40.0	45.0	47.0	42.0	40.0	38.0	35.0
AT5G58650	PSY1	4.0	14.0	6.0	5.0	13.0	5.0	2.0	0.8	2.0	3.0
AT5G58660	AT5G58660	0.4	1.0	0.7	1.0	0.6	0.5	0.2			0.2
AT5G58670	PLC1	0.9	0.3	0.1	0.1	0.2	0.1	0.3	0.5	2.0	2.0
AT5G58680	AT5G58680	0.7	0.5	0.7	0.5	0.2	0.4	0.5	0.6	1.0	2.0
AT5G58690	PLC5	0.7	0.9	0.3	0.4		0.3	0.3	0.1	0.2	0.6
AT5G58700	PLC4	6.0	8.0	8.0	10.0	5.0	7.0	8.0	7.0	10.0	11.0
AT5G58710	CYP20-1	226.0	246.0	251.0	214.0	279.0	232.0	197.0	198.0	179.0	154.0
AT5G58720	PIPC	27.0	22.0	21.0	35.0	17.0	30.0	37.0	28.0	31.0	41.0
AT5G58730	AT5G58730	17.0	23.0	22.0	18.0	14.0	15.0	14.0	13.0	8.0	8.0
AT5G58740	AT5G58740	54.0	78.0	81.0	56.0	57.0	58.0	56.0	67.0	76.0	96.0
AT5G58760	DDB2	12.0	7.0	4.0	7.0	4.0	6.0	7.0	6.0	7.0	7.0
AT5G58770	AT5G58770					0.1					
AT5G58780	AT5G58780		0.3	0.1			0.1	0.1			
AT5G58787	AT5G58787	4.0	7.0	6.0	8.0	8.0	6.0	6.0	5.0	7.0	9.0
AT5G58790	AT5G58790	5.0	6.0	4.0	7.0	3.0	6.0	7.0	5.0	7.0	12.0
AT5G58800	AT5G58800	7.0	5.0	6.0	5.0	5.0	7.0	7.0	6.0	11.0	16.0
AT5G58820	SBT4.7					0.1					
AT5G58840	SBT4.9	0.4	0.6	1.0	0.6	0.8	0.7	0.8	0.7	0.5	0.9
AT5G58860	CYP86A1					0.8		0.1			
AT5G58870	FTSH9	8.0	11.0	11.0	13.0	8.0	12.0	15.0	14.0	13.0	17.0
AT5G58900	AT5G58900	12.0	14.0	14.0	11.0	5.0	8.0	8.0	4.0	3.0	3.0
AT5G58920	AT5G58920	59.0	49.0	52.0	51.0	49.0	54.0	49.0	52.0	57.0	54.0
AT5G58930	AT5G58930	32.0	29.0	30.0	35.0	27.0	34.0	39.0	43.0	38.0	48.0
AT5G58940	CRCK1	0.3	0.6	0.5	0.9	0.2	0.6	1.0	0.7	1.0	2.0
AT5G58950	AT5G58950	50.0	44.0	43.0	50.0	43.0	50.0	48.0	50.0	51.0	58.0
AT5G58960	GIL1	20.0	19.0	21.0	20.0	19.0	22.0	22.0	24.0	17.0	17.0
AT5G58970	PUMP2	7.0	8.0	10.0	12.0	14.0	11.0	10.0	10.0	12.0	11.0
AT5G58980	NCER3	5.0	4.0	3.0	6.0	0.9	4.0	6.0	3.0	5.0	8.0
AT5G58990	AT5G58990	35.0	26.0	27.0	31.0	30.0	25.0	25.0	26.0	30.0	26.0
AT5G59000	AT5G59000	7.0	8.0	9.0	10.0	8.0	9.0	10.0	14.0	22.0	23.0
AT5G59010	BSK5	36.0	28.0	27.0	32.0	24.0	29.0	28.0	30.0	33.0	28.0
AT5G59020	AT5G59020	9.0	7.0	6.0	9.0	5.0	7.0	7.0	6.0	6.0	6.0
AT5G59030	COPT1	7.0	10.0	13.0	13.0	20.0	14.0	12.0	8.0	12.0	14.0
AT5G59050	AT5G59050	1.0	0.6	0.4	0.3	0.1	0.3	0.4	0.3	0.4	0.4
AT5G59080	AT5G59080	2.0	2.0	2.0	0.5	0.7	0.2	0.2	0.1		
AT5G59090	SBT4.12	0.5	0.5	0.4	0.1	0.1	0.1		0.1		
AT5G59120	SBT4.13									0.2	0.1
AT5G59130	SBT4.11	0.4	0.8	0.1		0.2	0.2			0.7	0.9
AT5G59140	AT5G59140	58.0	65.0	60.0	59.0	51.0	59.0	59.0	59.0	91.0	103.0
AT5G59150	RABA2D	15.0	17.0	22.0	20.0	22.0	19.0	16.0	16.0	16.0	17.0
AT5G59160	TOPP2	62.0	45.0	46.0	48.0	48.0	49.0	47.0	49.0	43.0	39.0
AT5G59170	AT5G59170		0.3	0.4	0.2	0.1	0.1	0.1	0.2		0.1
AT5G59180	NRPB7	46.0	36.0	33.0	37.0	41.0	32.0	31.0	28.0	28.0	26.0
AT5G59190	AT5G59190		0.1	0.3	0.2	0.1	0.2	0.3	0.4	0.1	0.2
AT5G59200	PCMP-E41	3.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0	2.0
AT5G59210	AT5G59210	20.0	14.0	14.0	18.0	11.0	17.0	18.0	16.0	18.0	19.0
AT5G59220	SAG113	0.9	2.0	2.0	2.0	2.0	2.0	2.0	3.0	13.0	28.0
AT5G59230	AT5G59230	0.1	0.2		0.1			0.1		0.2	0.1
AT5G59240	RPS8B	5.0	11.0	7.0	8.0	6.0	7.0	7.0	5.0	4.0	2.0
AT5G59250	AT5G59250	12.0	13.0	12.0	14.0	14.0	15.0	15.0	15.0	15.0	18.0
AT5G59260	LECRK21		0.3	0.1		0.1	0.1	0.1		0.1	0.1
AT5G59270	AT5G59270		0.1								
AT5G59290	UXS3	32.0	29.0	27.0	19.0	16.0	19.0	17.0	18.0	25.0	25.0
AT5G59300	UBC7	42.0	52.0	47.0	68.0	68.0	64.0	65.0	57.0	58.0	51.0
AT5G59305	CLE46	5.0	2.0	4.0	3.0	6.0	11.0	10.0	17.0	25.0	20.0
AT5G59310	LTP4	0.5	0.5	0.9	1.0	0.7	0.7	0.7	0.5	0.3	0.7
AT5G59320	LTP3	66.0	54.0	102.0	58.0	86.0	47.0	21.0	4.0	2.0	3.0
AT5G59330	AT5G59330	273.0	194.0	151.0	88.0	79.0	36.0	21.0	0.6	0.2	0.1
AT5G59340	WOX2				0.1	0.2	0.2	0.1	0.1	0.1	0.1
AT5G59350	AT5G59350	13.0	9.0	10.0	9.0	7.0	7.0	6.0	7.0	9.0	10.0
AT5G59360	SMR14	1.0	2.0	3.0	2.0	2.0	1.0	0.6	0.6	0.9	0.5
AT5G59370	ACT4	0.1		0.3						0.4	0.3
AT5G59380	MBD6	12.0	15.0	16.0	18.0	17.0	16.0	17.0	15.0	16.0	16.0
AT5G59385	AT5G59385				1.0		0.3	0.5			
AT5G59390	AT5G59390		0.1							2.0	4.0
AT5G59400	AT5G59400	4.0	2.0	1.0	2.0	1.0	1.0	1.0	1.0	2.0	5.0
AT5G59410	AT5G59410	18.0	16.0	23.0	16.0	23.0	18.0	18.0	16.0	19.0	19.0
AT5G59420	ORP3C	45.0	38.0	38.0	45.0	37.0	41.0	41.0	37.0	36.0	33.0
AT5G59430	TRP1	13.0	13.0	12.0	19.0	12.0	17.0	21.0	18.0	16.0	17.0
AT5G59440	ZEU1	23.0	26.0	32.0	26.0	33.0	30.0	30.0	26.0	30.0	33.0
AT5G59450	SCL11	3.0	2.0	2.0	3.0	2.0	2.0	2.0	2.0	2.0	1.0
AT5G59460	AT5G59460	33.0	20.0	19.0	28.0	26.0	24.0	26.0	23.0	24.0	28.0
AT5G59470	AT5G59470	3.0	5.0	7.0	6.0	9.0	9.0	7.0	6.0	12.0	12.0
AT5G59480	AT5G59480	32.0	34.0	47.0	49.0	37.0	40.0	36.0	30.0	28.0	26.0
AT5G59490	AT5G59490			0.3	0.3	0.3	0.4	0.2	0.1	0.1	
AT5G59500	AT5G59500	33.0	34.0	32.0	29.0	41.0	29.0	29.0	31.0	23.0	20.0
AT5G59510	RTFL5										0.1
AT5G59520	ZIP2				0.1						
AT5G59540	AT5G59540	2.0	4.0	4.0	2.0	3.0	2.0	1.0	0.9	0.1	0.2
AT5G59550	AT5G59550	8.0	8.0	9.0	9.0	7.0	9.0	12.0	9.0	9.0	7.0
AT5G59560	SRR1	21.0	17.0	23.0	23.0	22.0	22.0	23.0	23.0	24.0	21.0
AT5G59570	BOA	2.0	2.0	3.0	4.0	2.0	3.0	3.0	3.0	4.0	4.0
AT5G59590	UGT76E2		0.1	0.1	0.1						0.1
AT5G59610	AT5G59610	2.0	3.0	3.0	3.0	2.0	2.0	2.0	2.0	3.0	3.0
AT5G59613	AT5G59613	286.0	283.0	314.0	192.0	317.0	222.0	193.0	188.0	264.0	261.0
AT5G59650	AT5G59650	0.8	0.8	1.0	2.0	0.5	2.0	3.0	2.0	2.0	3.0
AT5G59660	AT5G59660	0.1	0.1	0.2	0.3		0.2	0.4	0.2	0.3	0.4
AT5G59662	AT5G59662	0.5	0.3	0.9	0.4	0.1	0.5	0.8	0.6	0.7	3.0
AT5G59670	AT5G59670	0.8	0.2	0.2	0.3	0.1	0.5	0.6	0.8	2.0	4.0
AT5G59680	AT5G59680				0.1			0.1	0.6	0.3	0.5
AT5G59690	AT5G59690	744.0	755.0	790.0	660.0	1179.0	832.0	741.0	727.0	763.0	667.0
AT5G59700	AT5G59700	0.5	0.6	1.0	1.0	0.6	1.0	1.0	2.0	2.0	2.0
AT5G59710	VIP2	7.0	12.0	13.0	16.0	13.0	16.0	18.0	19.0	17.0	18.0
AT5G59720	HSP18.1	8.0	4.0	5.0	3.0	6.0	5.0	4.0	4.0	4.0	3.0
AT5G59740	UTR5B	9.0	11.0	11.0	14.0	12.0	12.0	14.0	14.0	12.0	12.0
AT5G59750	AT5G59750	2.0	2.0	2.0	3.0	2.0	3.0	3.0	3.0	5.0	6.0
AT5G59760	AT5G59760	3.0	2.0	4.0	2.0	2.0	3.0	2.0	1.0	0.8	0.9
AT5G59770	AT5G59770	15.0	16.0	16.0	17.0	14.0	17.0	19.0	19.0	28.0	38.0
AT5G59780	MYB59	3.0	3.0	3.0	1.0	0.5	0.7	0.2	0.3		0.1
AT5G59790	AT5G59790	21.0	29.0	31.0	51.0	38.0	51.0	54.0	39.0	31.0	28.0
AT5G59800	MBD7	10.0	8.0	10.0	13.0	10.0	13.0	13.0	9.0	8.0	9.0
AT5G59810	SBT5.4	0.2									
AT5G59820	ZAT12	0.3	0.5	0.8	0.2	2.0	1.0	3.0	0.5	2.0	0.5
AT5G59830	AT5G59830	9.0	14.0	13.0	20.0	14.0	17.0	18.0	18.0	18.0	25.0
AT5G59840	AT5G59840	16.0	19.0	20.0	25.0	18.0	25.0	24.0	21.0	30.0	33.0
AT5G59845	GASA10	0.3	1.0	2.0	0.8	0.3	0.7	0.7	0.1	0.3	0.2
AT5G59850	RPS15AF	689.0	648.0	618.0	553.0	809.0	506.0	515.0	465.0	405.0	300.0
AT5G59860	AT5G59860		0.3	0.5	0.9	0.9	0.4	0.3	0.3	1.0	0.6
AT5G59865	AT5G59865	2.0	4.0	3.0	3.0	7.0	2.0	2.0	2.0	4.0	3.0
AT5G59870	HTA6	917.0	794.0	791.0	836.0	1005.0	844.0	870.0	799.0	825.0	676.0
AT5G59880	ADF3	328.0	324.0	356.0	268.0	376.0	281.0	219.0	233.0	261.0	189.0
AT5G59890	ADF4	70.0	97.0	109.0	59.0	93.0	65.0	44.0	48.0	50.0	42.0
AT5G59895	AT5G59895			0.2							
AT5G59900	AT5G59900	2.0	3.0	4.0	5.0	3.0	5.0	5.0	6.0	6.0	5.0
AT5G59910	HTB4	735.0	694.0	675.0	644.0	905.0	705.0	699.0	726.0	769.0	642.0
AT5G59920	ULI3	3.0	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	4.0
AT5G59940	AT5G59940		0.3	0.2	0.1						
AT5G59950	AT5G59950	74.0	63.0	58.0	59.0	67.0	65.0	70.0	65.0	63.0	66.0
AT5G59960	AT5G59960	9.0	8.0	10.0	10.0	7.0	8.0	7.0	7.0	7.0	10.0
AT5G59970	AT5G59970	302.0	309.0	340.0	295.0	535.0	377.0	321.0	302.0	388.0	291.0
AT5G59980	AT5G59980	6.0	6.0	4.0	7.0	3.0	6.0	7.0	6.0	6.0	7.0
AT5G59990	AT5G59990	9.0	7.0	13.0	5.0	0.5	1.0	1.0	0.3	0.3	0.3
AT5G60000	AT5G60000			0.2					0.1		
AT5G60010	RBOHH									0.1	0.1
AT5G60020	LAC17	6.0	5.0	3.0	2.0	0.9	1.0	0.5	0.2	0.3	0.8
AT5G60022	AT5G60022			0.1	0.3		0.1	0.1	0.2	0.1	0.3
AT5G60030	AT5G60030	42.0	38.0	34.0	43.0	27.0	39.0	38.0	41.0	37.0	31.0
AT5G60040	NRPC1	6.0	8.0	7.0	12.0	7.0	8.0	11.0	11.0	9.0	8.0
AT5G60050	AT5G60050	6.0	6.0	5.0	6.0	6.0	6.0	7.0	7.0	5.0	6.0
AT5G60060	AT5G60060				0.2						
AT5G60090	AT5G60090					0.1					
AT5G60100	PRR3	8.0	6.0	8.0	15.0	5.0	10.0	14.0	10.0	17.0	27.0
AT5G60120	TOE2	27.0	23.0	23.0	23.0	14.0	18.0	17.0	9.0	5.0	7.0
AT5G60130	AT5G60130				0.1						
AT5G60140	AT5G60140				0.2					0.1	0.1
AT5G60142	AT5G60142	4.0	4.0	5.0	5.0	6.0	4.0	4.0	2.0	0.5	0.9
AT5G60150	AT5G60150	8.0	10.0	8.0	14.0	8.0	12.0	14.0	14.0	14.0	12.0
AT5G60160	AT5G60160	29.0	34.0	36.0	40.0	34.0	42.0	41.0	44.0	43.0	35.0
AT5G60170	AT5G60170	9.0	13.0	11.0	17.0	8.0	14.0	18.0	17.0	18.0	19.0
AT5G60180	APUM19	0.2	0.1	0.9	0.6		0.3	0.2	0.3	0.1	
AT5G60190	NEDP1	11.0	10.0	11.0	8.0	11.0	10.0	9.0	11.0	8.0	11.0
AT5G60200	DOF5.3	51.0	47.0	62.0	59.0	55.0	61.0	57.0	61.0	55.0	47.0
AT5G60210	RIP5	23.0	20.0	21.0	31.0	19.0	26.0	31.0	32.0	37.0	40.0
AT5G60215	AT5G60215							0.1			
AT5G60220	TET4		0.1	0.1			0.1		0.1		
AT5G60230	SEN2	1.0	2.0	3.0	3.0	2.0	2.0	3.0	3.0	2.0	3.0
AT5G60240	AT5G60240					0.1					
AT5G60250	AT5G60250	0.6	2.0	2.0	3.0	4.0	3.0	4.0	6.0	5.0	5.0
AT5G60270	LECRK17			0.2		0.1					
AT5G60280	LECRK18	3.0	3.0	2.0	4.0	2.0	4.0	4.0	3.0	4.0	6.0
AT5G60285	AT5G60285			0.1			1.0	0.3			0.3
AT5G60290	AT5G60290	0.6	1.0	0.9	1.0	0.4	2.0	1.0	0.8	2.0	3.0
AT5G60300	LECRK19	10.0	12.0	12.0	14.0	11.0	15.0	16.0	16.0	12.0	11.0
AT5G60310	LECRK110	1.0	0.2	0.4	0.6	0.6	0.7	0.7	0.4	0.2	0.3
AT5G60335	AT5G60335	1.0	3.0	4.0	2.0	2.0	3.0	3.0	2.0	3.0	3.0
AT5G60340	AAK6	150.0	105.0	122.0	108.0	137.0	128.0	121.0	105.0	107.0	109.0
AT5G60360	AALP	62.0	57.0	63.0	42.0	45.0	46.0	34.0	35.0	47.0	60.0
AT5G60370	AT5G60370	3.0	4.0	5.0	6.0	5.0	5.0	5.0	5.0	6.0	7.0
AT5G60390	A1	2109.0	2410.0	2800.0	2053.0	3106.0	2183.0	2092.0	2265.0	1606.0	969.0
AT5G60400	AT5G60400	32.0	19.0	24.0	25.0	41.0	29.0	33.0	42.0	77.0	106.0
AT5G60408	MIR391									0.1	
AT5G60410	ATSIZ1	24.0	20.0	18.0	26.0	14.0	22.0	28.0	27.0	26.0	28.0
AT5G60430	AT5G60430	0.7	2.0	1.0	2.0	0.8	2.0	2.0	2.0	3.0	6.0
AT5G60440	AGL62	0.2	0.2	0.1	0.2	0.1	0.4	0.3	0.4	0.4	0.3
AT5G60450	ARF4	34.0	32.0	30.0	59.0	28.0	47.0	65.0	60.0	63.0	74.0
AT5G60460	AT5G60460	19.0	11.0	12.0	7.0	5.0	10.0	8.0	9.0	10.0	12.0
AT5G60470	AT5G60470	0.1	0.1	0.1	0.1		0.2	0.1	0.1	0.4	0.6
AT5G60480	ZHD12									0.1	
AT5G60490	FLA12	1.0	4.0	3.0	2.0	2.0	2.0	0.5	0.5	1.0	0.2
AT5G60510	AT5G60510								0.1		
AT5G60540	PDX2	26.0	24.0	24.0	24.0	26.0	24.0	26.0	21.0	25.0	39.0
AT5G60550	GRIK2	21.0	25.0	23.0	35.0	19.0	28.0	35.0	26.0	27.0	34.0
AT5G60570	AT5G60570	40.0	32.0	33.0	39.0	31.0	33.0	41.0	38.0	28.0	30.0
AT5G60580	AT5G60580	4.0	4.0	4.0	4.0	3.0	4.0	4.0	4.0	5.0	7.0
AT5G60590	AT5G60590	17.0	12.0	10.0	14.0	15.0	11.0	14.0	11.0	10.0	13.0
AT5G60600	ISPG	25.0	27.0	23.0	28.0	19.0	27.0	27.0	26.0	28.0	32.0
AT5G60610	AT5G60610	0.2	2.0	1.0	2.0	1.0	1.0	1.0	1.0	0.6	0.6
AT5G60615	AT5G60615		0.1							2.0	0.8
AT5G60620	GPAT9	21.0	31.0	31.0	32.0	35.0	34.0	33.0	30.0	34.0	42.0
AT5G60630	AT5G60630	3.0	4.0	3.0	1.0	3.0	2.0	0.7	2.0	3.0	3.0
