Gene ID	Gene Name	7 day	8 day	9 day	10 day	11 day	12 day	13 day	14 day	15 day	16 day
AT1G01010	NAC001	3.0	2.0	2.0	3.0	2.0	3.0	3.0	3.0	3.0	1.0
AT1G01020	ARV1	7.0	7.0	7.0	11.0	5.0	8.0	11.0	8.0	9.0	18.0
AT1G01030	NGA3	0.4	0.5	0.2	0.4	0.2	0.4	0.2	0.2	0.9	2.0
AT1G01040	DCL1	5.0	6.0	6.0	10.0	3.0	8.0	11.0	9.0	9.0	12.0
AT1G01046	MIR838A	0.2	3.0	3.0	4.0	1.0	2.0	5.0	3.0	8.0	10.0
AT1G01050	PPA1	76.0	65.0	70.0	63.0	71.0	60.0	54.0	54.0	69.0	62.0
AT1G01060	LHY	0.3	0.2	0.2	0.3	0.4	0.4	0.7	0.6	0.8	0.6
AT1G01070	AT1G01070	65.0	59.0	58.0	28.0	28.0	19.0	7.0	4.0	0.1	0.1
AT1G01080	AT1G01080	23.0	19.0	17.0	17.0	18.0	20.0	17.0	16.0	26.0	36.0
AT1G01090	PDH-E1 ALPHA	121.0	107.0	95.0	82.0	73.0	77.0	72.0	90.0	108.0	106.0
AT1G01100	RPP1A	946.0	964.0	1078.0	890.0	1796.0	1063.0	941.0	981.0	1030.0	894.0
AT1G01110	IQD18	9.0	6.0	7.0	10.0	6.0	11.0	15.0	17.0	18.0	19.0
AT1G01120	KCS1	9.0	6.0	6.0	9.0	8.0	8.0	8.0	11.0	20.0	22.0
AT1G01130	AT1G01130	9.0	13.0	13.0	14.0	20.0	20.0	19.0	30.0	43.0	38.0
AT1G01140	CIPK9	7.0	5.0	4.0	6.0	5.0	6.0	8.0	14.0	28.0	34.0
AT1G01150	AT1G01150	3.0	2.0	3.0	4.0	4.0	4.0	4.0	4.0	2.0	1.0
AT1G01160	GIF2	27.0	38.0	36.0	46.0	35.0	42.0	48.0	43.0	43.0	51.0
AT1G01170	AT1G01170	40.0	37.0	44.0	33.0	54.0	40.0	34.0	35.0	60.0	82.0
AT1G01180	AT1G01180		0.1	0.1	0.1		0.2	0.2	0.3	0.1	0.3
AT1G01183	MIR165A	0.3	2.0	0.2	0.1	0.1	0.2	0.6	0.2		0.2
AT1G01190	CYP78A8	29.0	44.0	27.0	7.0	3.0	5.0	4.0	2.0	0.1	0.2
AT1G01200	RABA3	3.0	3.0	3.0	3.0	2.0	2.0	1.0	1.0	0.7	0.4
AT1G01210	AT1G01210	27.0	20.0	17.0	19.0	24.0	16.0	15.0	12.0	13.0	15.0
AT1G01220	FKGP	7.0	6.0	5.0	9.0	5.0	8.0	11.0	9.0	9.0	9.0
AT1G01225	AT1G01225	5.0	7.0	9.0	7.0	6.0	6.0	5.0	7.0	8.0	8.0
AT1G01230	AT1G01230	42.0	31.0	30.0	25.0	30.0	23.0	26.0	23.0	25.0	27.0
AT1G01240	AT1G01240	6.0	4.0	4.0	6.0	4.0	4.0	5.0	4.0	5.0	7.0
AT1G01250	ERF023	0.3	0.5	0.3	0.1	0.1	0.6	0.2	0.2	0.9	0.7
AT1G01260	BHLH13	10.0	9.0	9.0	14.0	6.0	11.0	13.0	12.0	12.0	13.0
AT1G01280	CYP703A2	0.3							0.1		
AT1G01290	CNX3	9.0	8.0	8.0	12.0	9.0	9.0	11.0	9.0	9.0	13.0
AT1G01300	APF2	134.0	154.0	155.0	119.0	156.0	131.0	120.0	130.0	111.0	106.0
AT1G01305	AT1G01305						0.2				
AT1G01310	AT1G01310	4.0	0.7	0.9	0.5	0.3	0.3	0.2	0.1	0.9	0.6
AT1G01320	AT1G01320	31.0	27.0	21.0	30.0	14.0	28.0	29.0	27.0	31.0	37.0
AT1G01340	CNGC10		0.5		0.2	0.2	0.2	0.1	0.1	0.3	0.2
AT1G01350	AT1G01350	32.0	16.0	17.0	25.0	11.0	19.0	23.0	19.0	20.0	19.0
AT1G01360	PYL9	8.0	5.0	5.0	6.0	5.0	5.0	6.0	5.0	9.0	15.0
AT1G01370	HTR12	16.0	14.0	14.0	21.0	23.0	20.0	24.0	19.0	19.0	20.0
AT1G01380	ETC1	3.0	2.0	2.0	2.0	1.0	0.9	0.8	0.6	1.0	1.0
AT1G01390	AT1G01390		0.4	0.1		0.3	0.1				
AT1G01420	UGT72B3	0.2	0.8	0.6	0.2	0.4	0.1	0.1			
AT1G01430	TBL25	13.0	8.0	9.0	7.0	7.0	8.0	6.0	7.0	8.0	8.0
AT1G01440	AT1G01440	6.0	6.0	4.0	8.0	4.0	6.0	8.0	7.0	7.0	8.0
AT1G01448	AT1G01448	0.8	1.0	0.9	1.0	2.0	1.0	2.0	2.0	2.0	3.0
AT1G01450	AT1G01450								0.1		
AT1G01460	PIP5K10									0.2	0.2
AT1G01470	LEA14	29.0	39.0	52.0	20.0	13.0	13.0	6.0	4.0	0.5	0.5
AT1G01480	ACS2	0.1	0.2	0.1	0.2	0.1	0.1	0.1		0.1	
AT1G01490	AT1G01490	21.0	15.0	16.0	17.0	11.0	13.0	11.0	10.0	13.0	19.0
AT1G01500	AT1G01500	5.0	5.0	4.0	2.0	2.0	2.0	1.0	1.0	2.0	4.0
AT1G01510	AN	36.0	35.0	36.0	43.0	33.0	39.0	45.0	43.0	38.0	39.0
AT1G01520	AT1G01520	0.1	0.1	0.4	0.7		0.3	0.3	0.1	0.3	0.3
AT1G01530	AGL28				0.1	0.6	0.2		0.3	0.1	0.3
AT1G01540	AT1G01540	23.0	24.0	24.0	35.0	22.0	32.0	38.0	36.0	36.0	42.0
AT1G01550	BPS1	60.0	52.0	55.0	60.0	56.0	60.0	54.0	55.0	59.0	53.0
AT1G01560	MPK11			0.1	0.4	0.2	0.8	0.7	1.0	1.0	0.8
AT1G01570	AT1G01570	1.0	0.9	2.0	2.0	2.0	2.0	1.0	1.0	1.0	2.0
AT1G01580	FRO2	2.0	1.0	2.0	1.0	0.1	0.3	0.1			
AT1G01590	FRO1									0.1	0.1
AT1G01600	CYP86A4	5.0	3.0	2.0	3.0	2.0	2.0	1.0	0.9	0.9	2.0
AT1G01610	GPAT4	14.0	24.0	22.0	23.0	20.0	22.0	21.0	20.0	21.0	27.0
AT1G01620	PIP1-3	408.0	432.0	409.0	379.0	476.0	435.0	415.0	487.0	506.0	443.0
AT1G01630	AT1G01630	23.0	16.0	13.0	20.0	12.0	15.0	13.0	14.0	23.0	26.0
AT1G01640	AT1G01640	1.0	1.0	3.0	0.5	0.3	0.6	0.3	0.6	0.8	0.9
AT1G01650	SPPL4	11.0	11.0	11.0	15.0	11.0	14.0	16.0	17.0	18.0	23.0
AT1G01660	AT1G01660	0.9	0.4	0.8	1.0	0.3	1.0	2.0	1.0	1.0	1.0
AT1G01670	PUB56	0.4	1.0	1.0	3.0	2.0	2.0	3.0	2.0	2.0	2.0
AT1G01680	PUB54				0.1				0.1		
AT1G01690	ATPRD3	17.0	16.0	12.0	22.0	13.0	17.0	22.0	19.0	21.0	19.0
AT1G01695	AT1G01695	0.1	0.1	0.2	0.4	0.5	0.4	0.6	0.4	0.2	0.8
AT1G01700	ATROPGEF2	3.0	1.0	1.0	2.0	0.8	2.0	2.0	1.0	1.0	2.0
AT1G01710	AT1G01710	10.0	14.0	13.0	16.0	12.0	15.0	17.0	17.0	21.0	26.0
AT1G01715	AT1G01715	2.0	4.0	4.0	6.0	3.0	6.0	7.0	4.0	7.0	13.0
AT1G01720	NAC002	5.0	6.0	5.0	8.0	5.0	7.0	10.0	9.0	12.0	11.0
AT1G01725	AT1G01725	9.0	11.0	11.0	7.0	10.0	6.0	5.0	6.0	11.0	25.0
AT1G01730	AT1G01730	31.0	28.0	35.0	36.0	39.0	44.0	37.0	39.0	45.0	41.0
AT1G01740	BSK4	7.0	3.0	2.0	3.0	1.0	3.0	4.0	3.0	3.0	4.0
AT1G01750	ADF11	0.3	0.2	0.2	0.4		0.2	0.7	0.4	0.5	0.4
AT1G01760	AT1G01760	2.0	3.0	2.0	4.0	2.0	3.0	4.0	3.0	4.0	5.0
AT1G01770	AT1G01770	4.0	4.0	3.0	6.0	2.0	4.0	6.0	4.0	6.0	9.0
AT1G01780	PLIM2B	3.0	4.0	3.0	4.0	0.7	3.0	2.0	1.0	3.0	4.0
AT1G01790	KEA1	11.0	9.0	7.0	10.0	5.0	10.0	10.0	9.0	11.0	14.0
AT1G01800	AT1G01800	41.0	37.0	38.0	36.0	37.0	40.0	40.0	39.0	48.0	48.0
AT1G01810	AT1G01810	2.0	2.0	2.0	4.0	3.0	3.0	4.0	3.0	3.0	2.0
AT1G01820	PEX11C	37.0	38.0	37.0	36.0	35.0	36.0	40.0	35.0	38.0	49.0
AT1G01830	AT1G01830	11.0	11.0	10.0	16.0	10.0	14.0	18.0	18.0	16.0	14.0
AT1G01840	AT1G01840		0.3	0.1	0.2	0.2	0.4	0.5	0.4	0.3	0.5
AT1G01860	PFC1	2.0	3.0	2.0	5.0	1.0	4.0	4.0	3.0	4.0	6.0
AT1G01870	AT1G01870		2.0		0.1			0.2			
AT1G01880	GEN1	3.0	3.0	3.0	4.0	3.0	5.0	5.0	5.0	6.0	6.0
AT1G01900	SBTI1.1	2.0	3.0	2.0	0.8	2.0	0.8	0.2	0.2	0.2	0.5
AT1G01910	AT1G01910	40.0	41.0	38.0	38.0	34.0	37.0	40.0	42.0	38.0	40.0
AT1G01920	AT1G01920	11.0	9.0	9.0	14.0	7.0	11.0	15.0	12.0	14.0	20.0
AT1G01930	AT1G01930	8.0	6.0	6.0	9.0	4.0	8.0	9.0	8.0	7.0	9.0
AT1G01940	CYP18-1	62.0	38.0	36.0	45.0	42.0	45.0	45.0	39.0	41.0	37.0
AT1G01950	ARK2	11.0	8.0	8.0	13.0	7.0	10.0	13.0	12.0	12.0	13.0
AT1G01960	BIG3	19.0	25.0	25.0	33.0	21.0	30.0	36.0	41.0	35.0	33.0
AT1G01970	AT1G01970	14.0	8.0	9.0	9.0	9.0	10.0	8.0	9.0	11.0	11.0
AT1G01980	SEC1A	1.0	1.0	0.8	0.9	0.3	0.6	0.2		1.0	0.7
AT1G01990	AT1G01990	14.0	17.0	20.0	19.0	15.0	18.0	18.0	20.0	16.0	18.0
AT1G02000	GAE2	5.0	6.0	6.0	7.0	5.0	5.0	6.0	6.0	6.0	5.0
AT1G02010	SEC1A	2.0	1.0	2.0	4.0	0.7	3.0	4.0	2.0	3.0	5.0
AT1G02020	AT1G02020	6.0	6.0	6.0	5.0	4.0	6.0	7.0	7.0	6.0	7.0
AT1G02030	ZAT1	0.5	0.7	0.4	0.4	0.1	0.2	0.2		0.1	
AT1G02040	AT1G02040		0.1				0.1		0.1	0.3	0.2
AT1G02050	PKSA	6.0	6.0	5.0	9.0	2.0	7.0	10.0	7.0	7.0	10.0
AT1G02060	AT1G02060	4.0	4.0	5.0	9.0	4.0	8.0	9.0	8.0	10.0	15.0
AT1G02065	SPL8	0.2	0.6	0.8	1.0	0.8	2.0	5.0	11.0	23.0	35.0
AT1G02067	AT1G02067									0.6	0.2
AT1G02070	AT1G02070	0.1	1.0	3.0	3.0	5.0	3.0	3.0	3.0	4.0	5.0
AT1G02080	AT1G02080	15.0	17.0	15.0	29.0	14.0	25.0	29.0	27.0	27.0	28.0
AT1G02090	CSN7	44.0	49.0	44.0	47.0	38.0	48.0	53.0	44.0	41.0	38.0
AT1G02100	LCMT1	36.0	26.0	24.0	28.0	22.0	24.0	27.0	25.0	27.0	40.0
AT1G02110	AT1G02110	29.0	28.0	26.0	37.0	27.0	37.0	46.0	44.0	28.0	35.0
AT1G02120	VAD1	26.0	22.0	25.0	27.0	16.0	27.0	31.0	26.0	27.0	38.0
AT1G02130	RABD2A	72.0	71.0	72.0	71.0	73.0	71.0	68.0	67.0	73.0	61.0
AT1G02140	MEE63	298.0	285.0	299.0	294.0	320.0	282.0	300.0	298.0	257.0	265.0
AT1G02145	ALG12	17.0	14.0	16.0	19.0	19.0	17.0	18.0	14.0	18.0	22.0
AT1G02150	AT1G02150	58.0	45.0	39.0	37.0	30.0	38.0	40.0	35.0	34.0	43.0
AT1G02160	AT1G02160	53.0	55.0	59.0	60.0	71.0	59.0	63.0	59.0	60.0	83.0
AT1G02170	AMC1	20.0	12.0	13.0	14.0	9.0	11.0	13.0	11.0	9.0	11.0
AT1G02180	AT1G02180	37.0	23.0	24.0	24.0	28.0	25.0	25.0	24.0	26.0	27.0
AT1G02190	AT1G02190	4.0	3.0	4.0	7.0	6.0	8.0	15.0	27.0	46.0	68.0
AT1G02205	CER1	4.0	4.0	2.0	3.0	2.0	3.0	3.0	3.0	25.0	48.0
AT1G02220	NAC003		0.6	0.2	0.2		0.1	0.1		0.1	
AT1G02230	NAC004	5.0	0.3	0.5	1.0	2.0	1.0	1.0	0.4	0.4	0.3
AT1G02250	NAC005					0.1		0.1	0.1		
AT1G02260	AT1G02260	4.0	4.0	4.0	8.0	3.0	6.0	9.0	6.0	8.0	15.0
AT1G02270	AT1G02270	13.0	8.0	8.0	11.0	8.0	10.0	10.0	10.0	10.0	11.0
AT1G02280	TOC33	74.0	67.0	60.0	65.0	62.0	70.0	70.0	69.0	95.0	106.0
AT1G02290	AT1G02290	16.0	15.0	19.0	19.0	17.0	18.0	21.0	18.0	20.0	16.0
AT1G02300	CATHB1	3.0	2.0	2.0	4.0	2.0	3.0	5.0	3.0	4.0	14.0
AT1G02305	CATHB2	34.0	31.0	32.0	26.0	31.0	30.0	29.0	28.0	37.0	47.0
AT1G02310	MAN1								0.2	0.1	0.1
AT1G02330	CSU2	43.0	39.0	32.0	53.0	25.0	45.0	50.0	42.0	48.0	51.0
AT1G02335	GL22	22.0	14.0	14.0	4.0	3.0	3.0	0.9	0.6	1.0	2.0
AT1G02340	HFR1									0.7	2.0
AT1G02350	AT1G02350	2.0	2.0	2.0	2.0	2.0	3.0	3.0	3.0	9.0	12.0
AT1G02360	AT1G02360						0.1	0.4	0.3	0.3	0.4
AT1G02370	AT1G02370	20.0	18.0	15.0	16.0	12.0	13.0	15.0	16.0	14.0	12.0
AT1G02380	AT1G02380	4.0	2.0	2.0	4.0	3.0	4.0	3.0	3.0	4.0	4.0
AT1G02390	GPAT2		0.2	0.1	0.1	0.1	0.1				0.1
AT1G02400	GA2OX6	8.0	5.0	6.0	6.0	1.0	2.0	1.0	0.1		
AT1G02410	COX11	28.0	14.0	14.0	20.0	14.0	19.0	21.0	24.0	30.0	34.0
AT1G02420	AT1G02420	0.6	1.0	2.0	2.0	1.0	2.0	2.0	2.0	3.0	2.0
AT1G02430	ATARFD1B	0.6	0.2	0.2	0.5	0.3	0.4	0.6	0.4	0.5	0.2
AT1G02440	ATARFD1A		0.1				0.4	0.3	0.1	0.3	0.1
AT1G02450	NIMIN-1	2.0	3.0	4.0	4.0	7.0	7.0	5.0	7.0	7.0	5.0
AT1G02460	AT1G02460	0.1	0.7	0.6			0.1	0.1			0.2
AT1G02470	AT1G02470	0.3	0.1	0.2	0.3	0.1	0.2	0.2	0.2	0.4	0.7
AT1G02475	AT1G02475	6.0	7.0	8.0	7.0	6.0	8.0	8.0	6.0	9.0	13.0
AT1G02490	AT1G02490	3.0	5.0	6.0	4.0	8.0	4.0	3.0	3.0	2.0	3.0
AT1G02500	SAM1	171.0	163.0	168.0	123.0	162.0	131.0	112.0	113.0	136.0	140.0
AT1G02510	TPK4			0.1	0.3	0.1	0.2	0.1	0.2		0.1
AT1G02520	ABCB11	1.0	0.7	0.6	1.0	0.3	0.8	0.9	0.6	0.4	0.4
AT1G02530	ABCB12	0.1	0.2	0.3	0.9	0.2	0.7	1.0	1.0	1.0	2.0
AT1G02560	CLPP5	129.0	114.0	109.0	102.0	99.0	105.0	95.0	92.0	95.0	90.0
AT1G02590	AT1G02590				0.3						
AT1G02610	AT1G02610						0.1				0.1
AT1G02630	ETN8	6.0	11.0	17.0	5.0	5.0	5.0	3.0	4.0	0.2	0.5
AT1G02640	BXL2	10.0	16.0	12.0	8.0	12.0	10.0	10.0	16.0	17.0	19.0
AT1G02650	AT1G02650	1.0	0.4	0.4	0.6	0.5	0.5	0.4	0.5	0.2	0.2
AT1G02660	PLIP2	1.0	2.0	2.0	2.0	2.0	2.0	2.0	3.0	2.0	2.0
AT1G02670	AT1G02670	0.8	1.0	1.0	3.0	1.0	2.0	4.0	2.0	2.0	3.0
AT1G02680	TAF13	17.0	18.0	19.0	20.0	15.0	20.0	23.0	19.0	24.0	26.0
AT1G02690	IMPA-6	50.0	46.0	45.0	56.0	45.0	55.0	59.0	57.0	55.0	43.0
AT1G02700	AT1G02700	0.5	0.5	0.8	0.4	0.2	0.3	0.1	0.1		
AT1G02705	AT1G02705	5.0	1.0	1.0	0.9	2.0	0.7	0.2	0.4		
AT1G02720	GATL5	10.0	10.0	10.0	10.0	7.0	9.0	12.0	12.0	10.0	11.0
AT1G02730	CSLD5	93.0	105.0	93.0	124.0	95.0	118.0	125.0	138.0	102.0	77.0
AT1G02740	MRG2	9.0	8.0	8.0	12.0	6.0	10.0	10.0	8.0	9.0	12.0
AT1G02750	DI19-2	5.0	6.0	8.0	7.0	10.0	8.0	6.0	5.0	8.0	10.0
AT1G02760	AT1G02760										0.4
AT1G02770	AT1G02770	0.1			0.1			0.1			
AT1G02780	RPL19A	1845.0	1705.0	1597.0	1589.0	1878.0	1642.0	1572.0	1505.0	1535.0	1224.0
AT1G02790	PGA3			0.1	0.2	0.1	0.1		0.1	7.0	4.0
AT1G02800	CEL2	18.0	30.0	37.0	51.0	46.0	60.0	65.0	55.0	53.0	66.0
AT1G02810	PME7	1.0	1.0	1.0	1.0	0.9	2.0	2.0	3.0	4.0	5.0
AT1G02813	AT1G02813	0.5			0.1	0.1			0.3	0.1	
AT1G02816	AT1G02816	6.0	8.0	8.0	7.0	13.0	8.0	7.0	8.0	12.0	11.0
AT1G02820	LEA2			0.4		0.1			0.2	0.1	
AT1G02830	RPL22A		0.1	0.2	0.2			0.1			
AT1G02840	SR34	104.0	103.0	91.0	109.0	89.0	108.0	123.0	108.0	98.0	123.0
AT1G02850	BGLU11	0.1				0.1			0.1	0.7	1.0
AT1G02860	BAH1	6.0	3.0	3.0	1.0	1.0	1.0	1.0	1.0	2.0	3.0
AT1G02870	AT1G02870	64.0	68.0	71.0	63.0	67.0	68.0	61.0	58.0	60.0	44.0
AT1G02880	TPK1	6.0	3.0	3.0	5.0	3.0	5.0	5.0	4.0	8.0	11.0
AT1G02890	AT1G02890	13.0	15.0	14.0	21.0	11.0	17.0	22.0	23.0	21.0	28.0
AT1G02900	RALF1	13.0	13.0	14.0	4.0	6.0	5.0	2.0	1.0	0.4	0.5
AT1G02910	LPA1	6.0	12.0	11.0	15.0	9.0	13.0	15.0	11.0	14.0	23.0
AT1G02920	GSTF7	1.0	0.4	0.1	0.1	0.4	0.1	0.1	0.2	0.1	
AT1G02930	GSTF6	25.0	22.0	31.0	19.0	30.0	20.0	10.0	13.0	40.0	28.0
AT1G02940	ATGSTF5		0.4	0.3	0.2		0.5	0.3	0.8	3.0	2.0
AT1G02950	ATGSTF4	4.0	13.0	6.0	3.0	2.0	4.0	3.0	3.0	1.0	2.0
AT1G02960	AT1G02960	3.0	5.0	4.0	10.0	3.0	6.0	9.0	6.0	9.0	18.0
AT1G02965	AT1G02965	0.1	0.1				0.3			0.1	0.1
AT1G02970	WEE1	12.0	11.0	11.0	15.0	9.0	14.0	15.0	14.0	11.0	11.0
AT1G02990	AT1G02990	6.0	5.0	4.0	7.0	3.0	6.0	7.0	7.0	7.0	8.0
AT1G03000	PEX6	8.0	7.0	7.0	12.0	5.0	8.0	12.0	10.0	9.0	13.0
AT1G03010	AT1G03010								0.1		
AT1G03020	GRXS1	8.0	4.0	9.0	1.0	0.1	0.1	0.2			
AT1G03030	AT1G03030	12.0	13.0	12.0	15.0	13.0	13.0	15.0	14.0	16.0	20.0
AT1G03040	AT1G03040	60.0	46.0	49.0	53.0	42.0	55.0	52.0	49.0	53.0	51.0
AT1G03050	AT1G03050									1.0	0.6
AT1G03055	D27	0.1	0.6	0.6		0.2	0.1			0.2	0.1
AT1G03060	SPI	7.0	7.0	7.0	9.0	6.0	9.0	10.0	10.0	9.0	8.0
AT1G03070	LFG4	0.2	0.9	0.2	0.4	0.3	0.2	0.1		0.1	0.1
AT1G03080	NET1D	11.0	9.0	9.0	13.0	7.0	11.0	12.0	14.0	18.0	21.0
AT1G03090	MCCA	4.0	8.0	6.0	8.0	4.0	8.0	9.0	8.0	10.0	14.0
AT1G03100	AT1G03100	2.0	2.0	1.0	2.0	2.0	1.0	2.0	2.0	2.0	2.0
AT1G03106	AT1G03106			0.1		0.1	0.1				
AT1G03110	TRM82	22.0	32.0	32.0	38.0	36.0	35.0	35.0	32.0	30.0	25.0
AT1G03120	ATRAB28		0.6	0.3	0.6	0.3	0.9	1.0	1.0	2.0	2.0
AT1G03130	PSAD2	38.0	46.0	47.0	33.0	37.0	41.0	34.0	34.0	39.0	60.0
AT1G03140	AT1G03140	46.0	53.0	59.0	64.0	59.0	66.0	69.0	69.0	61.0	70.0
AT1G03150	NAA20	18.0	25.0	32.0	29.0	38.0	26.0	28.0	23.0	27.0	22.0
AT1G03160	FZL	12.0	9.0	7.0	11.0	5.0	9.0	11.0	10.0	12.0	14.0
AT1G03165	AT1G03165		0.9	0.3	0.4	0.1	0.5	0.3	0.2	0.9	1.0
AT1G03170	FAF2	0.6	1.0	3.0	9.0	6.0	12.0	17.0	8.0	3.0	1.0
AT1G03180	AT1G03180	3.0	4.0	3.0	7.0	3.0	5.0	7.0	6.0	5.0	6.0
AT1G03190	XPD	8.0	8.0	7.0	11.0	6.0	9.0	12.0	11.0	9.0	10.0
AT1G03200	AT1G03200	0.3	0.6	2.0	3.0	0.2	1.0	2.0	0.9	2.0	3.0
AT1G03210	AT1G03210	17.0	9.0	8.0	14.0	11.0	12.0	14.0	10.0	11.0	14.0
AT1G03220	AT1G03220	23.0	27.0	24.0	21.0	32.0	24.0	22.0	23.0	33.0	29.0
AT1G03230	AT1G03230	43.0	43.0	37.0	33.0	43.0	40.0	40.0	38.0	52.0	48.0
AT1G03240	AT1G03240	0.4	0.3	1.0	5.0	0.5	1.0	1.0	0.7	2.0	1.0
AT1G03250	AT1G03250	29.0	19.0	21.0	22.0	20.0	23.0	23.0	22.0	22.0	24.0
AT1G03260	AT1G03260	5.0	5.0	5.0	7.0	3.0	6.0	8.0	6.0	6.0	7.0
AT1G03270	CBSDUF4	3.0	2.0	3.0	4.0	2.0	4.0	4.0	3.0	4.0	6.0
AT1G03280	AT1G03280	16.0	18.0	16.0	24.0	13.0	20.0	26.0	25.0	25.0	29.0
AT1G03290	AT1G03290	3.0	2.0	3.0	5.0	3.0	5.0	7.0	7.0	9.0	10.0
AT1G03310	ISA2	9.0	11.0	12.0	12.0	10.0	11.0	10.0	11.0	12.0	14.0
AT1G03320	AT1G03320				0.1		0.1				
AT1G03330	LSM2	135.0	125.0	130.0	111.0	191.0	122.0	100.0	98.0	130.0	111.0
AT1G03340	AT1G03340	0.1	0.2	0.1			0.1		0.1	0.2	0.3
AT1G03350	AT1G03350	46.0	33.0	34.0	34.0	33.0	33.0	34.0	37.0	34.0	28.0
AT1G03360	RRP4	49.0	30.0	28.0	36.0	30.0	32.0	37.0	31.0	31.0	29.0
AT1G03365	RF4	9.0	7.0	8.0	10.0	6.0	10.0	11.0	10.0	11.0	12.0
AT1G03370	AT1G03370	6.0	6.0	5.0	8.0	5.0	7.0	8.0	9.0	6.0	7.0
AT1G03380	ATG18G	4.0	4.0	5.0	5.0	3.0	5.0	5.0	5.0	6.0	8.0
AT1G03390	AT1G03390					0.1					
AT1G03400	AT1G03400	0.2	0.6	1.0	1.0	1.0	3.0	2.0	3.0	2.0	3.0
AT1G03410	2A6	0.1	0.3	0.3	0.3	0.1	0.2	0.3	0.1	0.1	0.3
AT1G03430	AHP5	6.0	11.0	12.0	16.0	15.0	16.0	15.0	14.0	16.0	19.0
AT1G03440	AT1G03440	3.0	4.0	3.0	5.0	4.0	6.0	5.0	6.0	6.0	5.0
AT1G03445	BSU1										0.1
AT1G03457	AT1G03457	15.0	14.0	12.0	20.0	13.0	17.0	18.0	18.0	19.0	25.0
AT1G03470	NET3A	8.0	13.0	11.0	21.0	14.0	15.0	18.0	16.0	18.0	26.0
AT1G03475	CPX1	74.0	83.0	65.0	68.0	60.0	74.0	68.0	71.0	70.0	71.0
AT1G03495	AT1G03495	5.0	3.0	3.0	3.0	2.0	3.0	2.0	0.8	0.9	0.9
AT1G03506	AT1G03506	2.0	0.6	4.0	0.7		0.3			0.3	0.3
AT1G03510	PCMP-E3	0.3	2.0	2.0	3.0	2.0	3.0	3.0	3.0	2.0	3.0
AT1G03520	AT1G03520	3.0	4.0	3.0	4.0	2.0	3.0	4.0	3.0	5.0	6.0
AT1G03530	ATNAF1	29.0	22.0	18.0	27.0	17.0	23.0	26.0	26.0	18.0	18.0
AT1G03540	PCMP-E4	1.0	2.0	2.0	4.0	1.0	3.0	4.0	4.0	4.0	4.0
AT1G03545	AT1G03545	0.2	0.7	0.5	0.6	0.1	0.5	0.7	0.4	0.9	0.5
AT1G03550	SCAMP2	1.0	0.7	0.7	0.8	0.2	0.8	1.0	0.6	1.0	1.0
AT1G03560	AT1G03560	3.0	5.0	5.0	8.0	3.0	6.0	8.0	8.0	7.0	6.0
AT1G03590	PPC6-6	15.0	15.0	18.0	19.0	15.0	18.0	21.0	19.0	21.0	24.0
AT1G03600	PSB27-1	43.0	54.0	54.0	40.0	60.0	53.0	44.0	48.0	50.0	65.0
AT1G03610	AT1G03610	15.0	13.0	14.0	13.0	10.0	10.0	12.0	12.0	10.0	11.0
AT1G03620	AT1G03620	1.0	1.0	2.0	0.8	0.6	0.4	0.3	0.2	0.1	0.2
AT1G03630	PORC	29.0	22.0	22.0	17.0	16.0	23.0	15.0	15.0	23.0	26.0
AT1G03650	AT1G03650	12.0	6.0	7.0	6.0	9.0	7.0	6.0	5.0	6.0	7.0
AT1G03660	AT1G03660	0.3	1.0	0.1	1.0	0.4	0.5	0.7	0.8	0.6	1.0
AT1G03680	ATHM1	62.0	67.0	60.0	50.0	56.0	59.0	43.0	45.0	63.0	68.0
AT1G03687	AT1G03687	15.0	13.0	12.0	16.0	11.0	14.0	16.0	14.0	14.0	16.0
AT1G03700	AT1G03700		0.2	0.1		0.5		0.4	0.2	0.2	0.1
AT1G03710	AT1G03710	2.0	3.0	2.0	5.0	5.0	5.0	7.0	7.0	9.0	10.0
AT1G03720	AT1G03720							0.1	0.1	0.6	1.0
AT1G03730	AT1G03730	12.0	10.0	10.0	12.0	15.0	11.0	12.0	10.0	11.0	8.0
AT1G03740	AT1G03740	4.0	5.0	5.0	7.0	4.0	6.0	7.0	7.0	7.0	8.0
AT1G03743	AT1G03743				0.2			0.3	0.9	0.6	
AT1G03746	AT1G03746				0.9	0.3			1.0	0.6	
AT1G03750	SWI2	2.0	3.0	3.0	6.0	1.0	3.0	5.0	3.0	4.0	4.0
AT1G03760	AT1G03760	8.0	10.0	12.0	19.0	12.0	14.0	19.0	15.0	16.0	21.0
AT1G03770	RING1B	4.0	4.0	4.0	6.0	2.0	5.0	6.0	5.0	5.0	6.0
AT1G03780	TPX2	27.0	21.0	19.0	35.0	16.0	29.0	37.0	34.0	38.0	35.0
AT1G03790	SOM	0.3		0.1							
AT1G03800	ERF10		0.3		0.1			0.3	0.1	0.3	0.6
AT1G03820	AT1G03820	28.0	21.0	21.0	11.0	10.0	7.0	4.0	2.0	1.0	2.0
AT1G03830	AT1G03830	11.0	13.0	13.0	20.0	11.0	18.0	24.0	23.0	20.0	21.0
AT1G03840	MGP	2.0	2.0	1.0	0.9	2.0	1.0	1.0	1.0	1.0	0.7
AT1G03850	AT1G03850	0.1	0.1	0.1	0.1	0.4	0.2	0.2	0.2	0.4	0.6
